Date,Open,High,Low,Close,Adj Close,Volume
1/11/2010,301.10141,301.10141,295.910858,299.432648,299.432648,14479800
1/12/2010,297.709106,297.963165,292.90213,294.137512,294.137512,9742900
1/13/2010,287.16861,293.091431,285.878448,292.448822,292.448822,13041800
1/14/2010,290.859772,295.99054,290.316833,293.823669,293.823669,8511900
1/15/2010,295.562164,295.671753,287.940735,288.917053,288.917053,10909600
1/19/2010,289.514832,294.107605,287.069,292.71283,292.71283,8665700
1/20/2010,291.895905,291.895905,286.570862,289.121307,289.121307,6525700
1/21/2010,290.630646,292.314331,285.056549,290.401489,290.401489,12662600
1/22/2010,281.196014,284.234619,266.431335,273.978058,273.978058,13651700
1/25/2010,272.274445,273.9133,266.755127,268.99176,268.99176,8872800
1/26/2010,267.98053,273.773834,267.143677,270.197235,270.197235,8743600
1/27/2010,269.62439,272.80246,266.655518,270.037842,270.037842,7958400
1/28/2010,271.228363,272.478668,264.309296,266.1474,266.1474,6482300
1/29/2010,268.239563,269.484894,261.823608,263.98053,263.98053,8311900
2/1/2010,266.301849,266.904572,264.159851,265.514771,265.514771,4518400
2/2/2010,266.481171,266.481171,262.819885,264.568329,264.568329,8223000
2/3/2010,263.3479,270.037842,263.128723,269.400208,269.400208,6020500
2/4/2010,267.497345,267.995483,261.798706,262.406433,262.406433,6780600
2/5/2010,263.213409,265.753876,260.254517,264.653015,264.653015,6335600
2/8/2010,265.255768,269.988007,264.772552,265.738953,265.738953,5408700
2/9/2010,268.762604,269.753906,266.53595,267.218414,267.218414,5660200
2/10/2010,266.037811,267.890869,262.859741,266.227112,266.227112,5369000
2/11/2010,265.664215,269.23584,263.761353,267.198486,267.198486,4838000
2/12/2010,265.489868,267.572083,264.259491,265.564606,265.564606,4576400
2/16/2010,267.432587,271.049042,266.152405,269.639313,269.639313,7336100
2/17/2010,269.988007,270.685394,267.801208,268.100098,268.100098,4074500
